,Unnamed: 0,Date,Close,Open,High,Low,Volume,Change,Kospi_Close,Kospi_Volume,Dow_Close,Dow_Volume,SP_Close,SSEC_Close,SSEC_Volume,EU_Close,EU_Volume,DE_Close,DE_Volume,FR_Close,FR_Volume,Gold_Close,Gold_Volume,Gas_Close,Gas_Volume,Oil_Close,oil_Volume,HG_Close,HG_Volume,JP_Close,JP_Volume,Bond_1m_Close,Bond_6m_Close,Bond_1y_Close,Bond_5y_Close,Bond_10y_Close,Bond_30y_Close,usd_krw_Close,usd_rub_Close,usd_eur_Close,VIX_Close
10,10,2018-03-02,0.2925,0.3024,0.3079,0.2871,12390000.0,-0.0326,2402.16,320400000.0,24538.06,437130000.0,2691.25,3254.53,15090000000.0,3324.75,53950000.0,11913.71,124210000.0,5136.58,121270000.0,1323.4,264390.0,2.695,138000.0,61.25,613510.0,3.2395,1060.0,21181.64,1000000000.0,1.482,1.844,2.048,2.6317,2.868,3.142,1079.69,56.8092,0.8118,19.59
11,11,2018-03-03,0.2935,0.2925,0.3074,0.2895,9000000.0,0.0034999999999999,2402.16,320400000.0,24538.06,437130000.0,2691.25,3254.53,15090000000.0,3324.75,53950000.0,11913.71,124210000.0,5136.58,121270000.0,1323.4,264390.0,2.695,138000.0,61.25,613510.0,3.2395,1060.0,21181.64,1000000000.0,1.482,1.844,2.048,2.6317,2.868,3.142,1079.69,56.8092,0.8118,19.59
12,12,2018-03-04,0.302,0.2935,0.3044,0.2848,9430000.0,0.0288,2402.16,320400000.0,24538.06,437130000.0,2691.25,3254.53,15090000000.0,3324.75,53950000.0,11913.71,124210000.0,5136.58,121270000.0,1323.4,264390.0,2.695,138000.0,61.25,613510.0,3.2395,1060.0,21181.64,1000000000.0,1.497,1.8517,2.0483,2.6098,2.848,3.129,1079.69,56.8092,0.8118,19.59
13,13,2018-03-05,0.2966,0.302,0.3196,0.2934,12320000.0,-0.0176,2375.06,312250000.0,24874.76,383910000.0,2720.94,3256.93,14480000000.0,3355.32,48110000.0,12090.87,113320000.0,5167.23,124680000.0,1319.9,221220.0,2.704,118020.0,62.57,599270.0,3.2415,30.0,21042.09,898570000.0,1.497,1.849,2.053,2.6451,2.883,3.153,1077.67,56.4175,0.8106,18.73
14,14,2018-03-06,0.279,0.2966,0.301,0.2781,14700000.0,-0.0595,2411.41,400110000.0,24884.12,331770000.0,2728.12,3289.64,19540000000.0,3357.86,39650000.0,12113.87,107750000.0,5170.23,93290000.0,1335.2,285920.0,2.749,132010.0,62.6,634950.0,3.2735,540.0,21417.76,787620000.0,1.51,1.875,2.053,2.6536,2.886,3.153,1063.96,56.6653,0.8062,18.36
15,15,2018-03-07,0.2408,0.279,0.285,0.2279,20140000.0,-0.1367,2401.82,412970000.0,24801.36,394070000.0,2726.8,3271.67,16870000000.000002,3377.36,35090000.0,12245.36,95790000.0,5187.83,96340000.0,1327.6,305080.0,2.777,144970.0,61.15,879120.0,3.2575,740.0,21252.72,897300000.0,1.568,1.88,2.045,2.6485,2.881,3.15,1067.43,56.8026,0.8057,17.76
16,16,2018-03-08,0.2143,0.2408,0.2492,0.2132,19030000.0,-0.1101,2433.08,394850000.0,24895.21,327300000.0,2738.97,3288.41,14980000000.0,3413.28,38270000.0,12355.57,100780000.0,5254.1,95670000.0,1321.7,252830.0,2.756,148180.0,60.12,720510.0,3.206,650.0,21368.07,742540000.0,1.563,1.88,2.04,2.6283,2.857,3.123,1074.11,56.8026,0.8122,16.54
17,17,2018-03-09,0.2162,0.2143,0.2217,0.1842,25230000.0,0.0086,2459.45,437260000.0,25335.74,371570000.0,2786.57,3307.17,16840000000.0,3420.54,33620000.0,12346.68,99080000.0,5274.4,77840000.0,1324.0,345320.0,2.732,131470.0,62.04,659720.0,3.2595,750.0,21469.2,1140000000.0,1.563,1.88,2.032,2.6519,2.896,3.161,1065.38,56.6574,0.8125,14.64
18,18,2018-03-10,0.2008,0.2162,0.2222,0.1966,20050000.0,-0.0713,2459.45,437260000.0,25335.74,371570000.0,2786.57,3307.17,16840000000.0,3420.54,33620000.0,12346.68,99080000.0,5274.4,77840000.0,1324.0,345320.0,2.732,131470.0,62.04,659720.0,3.2595,750.0,21469.2,1140000000.0,1.563,1.88,2.032,2.6519,2.896,3.161,1065.38,56.6574,0.8125,14.64
19,19,2018-03-11,0.2192,0.2008,0.2231,0.1903,16629999.999999998,0.0919,2459.45,437260000.0,25335.74,371570000.0,2786.57,3307.17,16840000000.0,3420.54,33620000.0,12346.68,99080000.0,5274.4,77840000.0,1324.0,345320.0,2.732,131470.0,62.04,659720.0,3.2595,750.0,21469.2,1140000000.0,1.5605,1.8853,2.0424,2.6604,2.905,3.166,1065.38,56.6574,0.8125,14.64
20,20,2018-03-12,0.2181,0.2192,0.2325,0.2093,22050000.0,-0.0048,2484.12,391300000.0,25178.61,362580000.0,2783.02,3326.7,20650000000.0,3429.48,30100000.0,12418.39,141030000.0,5276.71,66060000.0,1320.8,220360.0,2.778,163460.0,61.36,537990.0,3.2475,630.0,21824.03,728260000.0,1.578,1.875,2.029,2.635,2.866,3.128,1065.02,56.8865,0.8107,15.78
21,21,2018-03-13,0.2176,0.2181,0.2252,0.2104,9080000.0,-0.0025,2494.49,350200000.0,25007.03,447880000.0,2765.31,3310.24,17710000000.0,3397.35,41760000.0,12221.03,135970000.0,5242.79,89710000.0,1327.1,330260.0,2.786,146850.0,60.71,747740.0,3.2475,630.0,21968.1,702200000.0,1.614,1.909,2.032,2.6215,2.844,3.099,1066.88,57.0321,0.8071,16.35
22,22,2018-03-14,0.1936,0.2178,0.2297,0.1882,20510000.0,-0.1101,2486.08,360870000.0,24758.12,356830000.0,2749.48,3291.38,15750000000.0,3390.98,38000000.0,12237.74,107430000.0,5233.36,75890000.0,1325.6,252580.0,2.731,146220.0,60.96,665020.0,3.2805,450.0,21777.29,669690000.0,1.711,1.937,2.037,2.613,2.819,3.059,1064.55,57.1378,0.8086,17.23
23,23,2018-03-15,0.1841,0.1936,0.1974,0.168,31260000.0,-0.0491,2492.38,344010000.0,24873.66,316310000.0,2747.33,3291.11,14860000000.0,3414.13,40890000.0,12345.56,109960000.0,5267.26,84990000.0,1317.8,257890.0,2.681,147710.0,61.19,430200.0,3.2515,490.0,21803.95,672610000.0,1.695,1.945,2.055,2.6232,2.826,3.058,1069.78,57.4571,0.8127,16.59
24,24,2018-03-16,0.1745,0.1841,0.1842,0.1715,25260000.0,-0.0521,2493.97,377770000.0,24946.51,654240000.0,2752.01,3269.88,14120000000.0,3437.4,95280000.0,12389.58,219420000.0,5282.75,154910000.0,1312.3,289600.0,2.688,78670.0,62.34,202490.0,3.2325,480.0,21676.51,779920000.0,1.695,1.95,2.06,2.6435,2.845,3.077,1070.53,57.4925,0.8137,15.8
25,25,2018-03-17,0.1549,0.1745,0.1779,0.1507,18980000.0,-0.1123,2493.97,377770000.0,24946.51,654240000.0,2752.01,3269.88,14120000000.0,3437.4,95280000.0,12389.58,219420000.0,5282.75,154910000.0,1312.3,289600.0,2.688,78670.0,62.34,202490.0,3.2325,480.0,21676.51,779920000.0,1.695,1.95,2.06,2.6435,2.845,3.077,1070.53,57.4925,0.8137,15.8
26,26,2018-03-18,0.1545,0.1549,0.163,0.1237,82440000.0,-0.003,2493.97,377770000.0,24946.51,654240000.0,2752.01,3269.88,14120000000.0,3437.4,95280000.0,12389.58,219420000.0,5282.75,154910000.0,1312.3,289600.0,2.688,78670.0,62.34,202490.0,3.2325,480.0,21676.51,779920000.0,1.7129,1.955,2.0575,2.6536,2.855,3.088,1070.53,57.4925,0.8137,15.8
