,Unnamed: 0,Date,Close,Open,High,Low,Volume,Change,Kospi_Close,Kospi_Volume,Dow_Close,Dow_Volume,SP_Close,SSEC_Close,SSEC_Volume,EU_Close,EU_Volume,DE_Close,DE_Volume,FR_Close,FR_Volume,Gold_Close,Gold_Volume,Gas_Close,Gas_Volume,Oil_Close,oil_Volume,HG_Close,HG_Volume,JP_Close,JP_Volume,Bond_1m_Close,Bond_6m_Close,Bond_1y_Close,Bond_5y_Close,Bond_10y_Close,Bond_30y_Close,usd_krw_Close,usd_rub_Close,usd_eur_Close,VIX_Close
420,420,2019-04-16,0.0828,0.0815,0.083,0.0797,87790000.0,0.0151,2248.63,569060000.0,26452.66,302340000.0,2907.06,3253.6,35790000000.0,3463.36,37200000.0,12101.32,83380000.0,5528.67,78380000.0,1277.2,326510.0,2.572,103430.0,64.05,547470.0,3.004,30.0,22221.66,590950000.0,2.429,2.465,2.446,2.4059,2.592,2.995,1136.69,64.1045,0.8864,12.18
421,421,2019-04-17,0.0824,0.0828,0.0839,0.0812,87660000.0,-0.0038,2245.89,452470000.0,26449.54,367780000.0,2900.45,3263.12,35750000000.0,3477.73,41370000.0,12153.07,102280000.0,5563.09,89420000.0,1276.8,223360.0,2.517,144890.0,63.76,235380.0,3.033,30.0,22277.97,776600000.0,2.424,2.467,2.446,2.4043,2.594,2.993,1131.28,63.8584,0.885,12.6
422,422,2019-04-18,0.0813,0.0824,0.0834,0.0808,116620000.0,-0.0144,2213.77,573340000.0,26559.54,332850000.0,2905.03,3250.2,32550000000.0,3499.23,47450000.0,12222.39,108850000.0,5580.38,108890000.0,1276.0,229630.0,2.49,168000.0,64.0,148240.0,2.989,90.0,22090.12,693550000.0,2.413,2.464,2.443,2.3692,2.56,2.959,1136.61,63.8939,0.8902,12.09
423,423,2019-04-19,0.0789,0.0813,0.0813,0.0777,171050000.0,-0.0289999999999999,2216.15,525260000.0,26559.54,332850000.0,2905.03,3270.8,31520000000.0,3499.23,47450000.0,12222.39,108850000.0,5580.38,108890000.0,1276.0,229630.0,2.49,168000.0,64.0,148240.0,2.989,90.0,22200.56,498210000.0,2.413,2.464,2.443,2.3692,2.56,2.959,1135.58,64.0515,0.8888,12.09
424,424,2019-04-20,0.0759,0.0789,0.079,0.0747,147250000.0,-0.0374,2216.15,525260000.0,26559.54,332850000.0,2905.03,3270.8,31520000000.0,3499.23,47450000.0,12222.39,108850000.0,5580.38,108890000.0,1276.0,229630.0,2.49,168000.0,64.0,148240.0,2.989,90.0,22200.56,498210000.0,2.413,2.464,2.443,2.3692,2.56,2.959,1135.58,64.0515,0.8888,12.09
425,425,2019-04-21,0.0733,0.0759,0.0774,0.0708,193340000.0,-0.035,2216.15,525260000.0,26559.54,332850000.0,2905.03,3270.8,31520000000.0,3499.23,47450000.0,12222.39,108850000.0,5580.38,108890000.0,1276.0,229630.0,2.49,168000.0,64.0,148240.0,2.989,90.0,22200.56,498210000.0,2.4805,2.4615,2.4349,2.3658,2.56,2.964,1135.58,64.0515,0.8888,12.09
426,426,2019-04-22,0.0778,0.0733,0.0788,0.0714,196250000.0,0.0623,2216.65,493980000.0,26511.05,232570000.0,2907.97,3215.04,35320000000.0,3499.23,47450000.0,12222.39,108850000.0,5580.38,108890000.0,1277.6,136440.0,2.524,105450.0,65.7,30140.0,2.9725,60.0,22217.9,441690000.0,2.442,2.467,2.453,2.3846,2.587,2.99,1139.99,63.8083,0.8879,12.42
427,427,2019-04-23,0.0735,0.0778,0.0797,0.0734,231440000.0,-0.0559,2220.51,481180000.0,26656.39,311690000.0,2933.68,3198.59,32840000000.000004,3503.85,33090000.000000004,12235.51,77350000.0,5591.69,89750000.0,1273.2,280340.0,2.455,119950.0,66.3,700600.0,2.967,50.0,22259.74,535790000.0,2.429,2.462,2.437,2.361,2.569,2.982,1142.11,63.6853,0.8904,12.28
428,428,2019-04-24,0.0722,0.0735,0.0752,0.0678,242990000.0,-0.0182,2201.03,575100000.0,26597.05,283370000.0,2927.25,3201.61,27490000000.0,3502.63,41760000.0,12313.16,106440000.0,5576.06,86810000.0,1279.4,246050.0,2.462,44970.0,65.89,678390.0,2.98,20.0,22200.0,700360000.0,2.419,2.447,2.425,2.3119,2.518,2.936,1155.05,64.3406,0.8964,13.14
429,429,2019-04-25,0.0696,0.0722,0.0756,0.0682,212390000.0,-0.0353,2190.5,441140000.0,26462.08,296730000.0,2926.17,3123.83,32590000000.000004,3491.92,36710000.0,12282.6,96280000.0,5557.67,78230000.0,1279.7,237150.0,2.514,53340.0,65.21,603000.0,2.9355,30.0,22307.58,652750000.0,2.424,2.457,2.427,2.3299,2.534,2.944,1159.01,64.6565,0.8981,13.25
430,430,2019-04-26,0.0698,0.0696,0.0723,0.0671,179140000.0,0.0034,2179.31,570170000.0,26543.33,317290000.0,2939.88,3086.4,28090000000.0,3500.41,31920000.0,12315.18,90050000.0,5569.36,77760000.0,1288.8,278890.0,2.566,9990.0,63.3,1000000.0,2.964,30.0,22258.73,740800000.0,2.434,2.454,2.411,2.2899,2.5,2.924,1157.9,64.7334,0.8969,12.73
431,431,2019-04-27,0.0705,0.0698,0.0723,0.0688,82060000.0,0.0097,2179.31,570170000.0,26543.33,317290000.0,2939.88,3086.4,28090000000.0,3500.41,31920000.0,12315.18,90050000.0,5569.36,77760000.0,1288.8,278890.0,2.566,9990.0,63.3,1000000.0,2.964,30.0,22258.73,740800000.0,2.434,2.454,2.411,2.2899,2.5,2.924,1157.9,64.7334,0.8969,12.73
432,432,2019-04-28,0.0688,0.0705,0.0712,0.068,60580000.0,-0.0237999999999999,2179.31,570170000.0,26543.33,317290000.0,2939.88,3086.4,28090000000.0,3500.41,31920000.0,12315.18,90050000.0,5569.36,77760000.0,1288.8,278890.0,2.566,9990.0,63.3,1000000.0,2.964,30.0,22258.73,740800000.0,2.434,2.454,2.411,2.2899,2.5,2.924,1157.9,64.7334,0.8969,12.73
433,433,2019-04-29,0.0648,0.0688,0.0692,0.0642,101060000.0,-0.0583,2216.43,380820000.0,26554.39,279450000.0,2943.03,3062.5,29210000000.0,3501.94,33290000.0,12328.02,70680000.0,5580.98,69290000.0,1281.5,208960.0,2.593,92360.0,63.5,654080.0,2.9715,30.0,22258.73,740800000.0,2.45,2.456,2.411,2.3116,2.527,2.955,1158.88,64.4728,0.8938,13.11
434,434,2019-04-30,0.0701,0.0648,0.0702,0.0647,85440000.0,0.081,2203.59,381410000.0,26592.91,340320000.0,2945.83,3078.34,22230000000.0,3514.62,40550000.0,12344.08,82440000.0,5586.41,95050000.0,1285.7,239440.0,2.575,94250.0,63.91,750490.0,2.979,30.0,22258.73,740800000.0,2.429,2.452,2.382,2.2783,2.504,2.93,1163.25,64.6373,0.8916,13.12
435,435,2019-05-01,0.0689,0.0701,0.0705,0.0673,74730000.0,-0.0169,2203.59,381410000.0,26430.14,303850000.0,2923.73,3078.34,22230000000.0,3514.62,40550000.0,12344.08,82440000.0,5586.41,95050000.0,1284.2,275430.0,2.62,105390.0,63.6,676870.0,2.885,230.0,22258.73,740800000.0,2.419,2.436,2.382,2.3033,2.502,2.908,1164.73,64.6373,0.893,14.8
436,436,2019-05-02,0.0686,0.0689,0.0697,0.068,61960000.0,-0.0048,2212.75,369060000.0,26307.79,287610000.0,2917.52,3078.34,22230000000.0,3488.93,39610000.0,12345.42,96360000.0,5538.86,95300000.0,1272.0,282500.0,2.589,120840.0,61.81,914660.0,2.8565,100.0,22258.73,740800000.0,2.413,2.459,2.403,2.3467,2.545,2.934,1166.16,65.4368,0.8944,14.42
437,437,2019-05-03,0.0699,0.0686,0.0717,0.0677,168780000.0,0.0203,2196.32,617880000.0,26504.95,248900000.0,2945.64,3078.34,22230000000.0,3502.48,28070000.0,12412.75,79120000.0,5548.84,69630000.0,1281.3,280320.0,2.567,89980.0,61.94,646870.0,2.8915,180.0,22258.73,740800000.0,2.437,2.456,2.405,2.3268,2.53,2.922,1163.68,65.088,0.8925,12.87
438,438,2019-05-04,0.0669,0.0699,0.0722,0.0657,133780000.0,-0.0431,2196.32,617880000.0,26504.95,248900000.0,2945.64,3078.34,22230000000.0,3502.48,28070000.0,12412.75,79120000.0,5548.84,69630000.0,1281.3,280320.0,2.567,89980.0,61.94,646870.0,2.8915,180.0,22258.73,740800000.0,2.437,2.456,2.405,2.3268,2.53,2.922,1163.68,65.088,0.8925,12.87
439,439,2019-05-05,0.066,0.0669,0.0681,0.0658,59760000.0,-0.0134,2196.32,617880000.0,26504.95,248900000.0,2945.64,3078.34,22230000000.0,3502.48,28070000.0,12412.75,79120000.0,5548.84,69630000.0,1281.3,280320.0,2.567,89980.0,61.94,646870.0,2.8915,180.0,22258.73,740800000.0,2.4371,2.4563,2.4076,2.3268,2.53,2.922,1163.68,65.088,0.8925,12.87
440,440,2019-05-06,0.0669,0.066,0.0688,0.0635,109160000.0,0.0136,2196.32,617880000.0,26438.48,283020000.0,2932.47,2906.46,32700000000.000004,3462.95,33940000.0,12286.88,88430000.0,5483.52,79620000.0,1283.8,244340.0,2.524,95210.0,62.25,768810.0,2.909,40.0,22258.73,740800000.0,2.434,2.451,2.389,2.2933,2.5,2.908,1168.15,65.2236,0.8928,15.44
441,441,2019-05-07,0.0642,0.0669,0.0688,0.064,101230000.0,-0.0412999999999999,2176.99,484100000.0,25965.09,334960000.0,2884.05,2926.39,25330000000.0,3401.16,48490000.0,12092.74,109810000.0,5395.75,96690000.0,1285.6,251090.0,2.537,115820.0,61.4,842810.0,2.867,280.0,21923.72,934910000.0,2.424,2.444,2.371,2.2533,2.448,2.858,1172.22,65.3974,0.8935,19.32
442,442,2019-05-08,0.0647,0.0642,0.0654,0.062,75600000.0,0.0078,2168.01,456330000.0,25967.33,276420000.0,2879.42,2893.76,23150000000.0,3417.26,41830000.0,12179.93,101040000.0,5417.59,78540000.0,1281.4,302690.0,2.61,167090.0,62.12,791770.0,2.8485,60.0,21602.59,884460000.0,2.424,2.449,2.376,2.2884,2.485,2.895,1172.1,65.0687,0.8935,19.4
443,443,2019-05-09,0.0617,0.0647,0.0652,0.0604,105980000.0,-0.0466,2102.01,743510000.0,25828.36,334760000.0,2870.72,2850.95,20000000000.0,3350.71,43420000.0,11973.92,109430000.0,5313.16,99320000.0,1285.2,306550.0,2.595,123680.0,61.7,769580.0,2.841,90.0,21402.13,999110000.0,2.419,2.449,2.368,2.2533,2.453,2.869,1179.09,65.0687,0.8914,19.1
444,444,2019-05-10,0.0632,0.0617,0.065,0.0592,178670000.0,0.0243999999999999,2108.04,714770000.0,25942.37,294580000.0,2881.4,2939.21,28230000000.0,3361.05,37070000.0,12059.83,142100000.0,5327.44,85110000.0,1287.4,238640.0,2.619,132050.0,61.66,786490.0,2.8445,30.0,21344.92,1020000000.0,2.432,2.443,2.362,2.2683,2.473,2.89,1174.2,65.1033,0.8899,16.04
445,445,2019-05-11,0.0747,0.0632,0.0785,0.063,386880000.0,0.183,2108.04,714770000.0,25942.37,294580000.0,2881.4,2939.21,28230000000.0,3361.05,37070000.0,12059.83,142100000.0,5327.44,85110000.0,1287.4,238640.0,2.619,132050.0,61.66,786490.0,2.8445,30.0,21344.92,1020000000.0,2.432,2.443,2.362,2.2683,2.473,2.89,1174.2,65.1033,0.8899,16.04
446,446,2019-05-12,0.0702,0.0741,0.077,0.0679,321470000.0,-0.0601,2108.04,714770000.0,25942.37,294580000.0,2881.4,2939.21,28230000000.0,3361.05,37070000.0,12059.83,142100000.0,5327.44,85110000.0,1287.4,238640.0,2.619,132050.0,61.66,786490.0,2.8445,30.0,21344.92,1020000000.0,2.4294,2.4418,2.3674,2.2248,2.435,2.859,1174.2,65.1033,0.8899,16.04
447,447,2019-05-13,0.0726,0.0702,0.0763,0.0696,243180000.0,0.0345,2079.01,505750000.0,25324.99,361240000.0,2811.87,2903.71,21200000000.0,3320.78,40790000.0,11876.65,110570000.0,5262.57,90320000.0,1301.8,379440.0,2.621,116270.0,61.04,1000000.0,2.791,20.0,21191.28,768210000.0,2.419,2.428,2.328,2.1848,2.403,2.839,1187.78,65.4278,0.8909,20.55
448,448,2019-05-14,0.0845,0.0726,0.0845,0.0724,396800000.0,0.1634,2081.84,696200000.0,25532.05,291570000.0,2834.41,2883.61,20830000000.0,3364.38,37320000.0,11991.62,106200000.0,5341.35,89060000.0,1296.3,222050.0,2.659,92880.0,61.78,751670.0,2.7975,30.0,21067.23,929620000.0,2.414,2.431,2.328,2.1914,2.414,2.851,1186.82,64.945,0.8917,18.06
449,449,2019-05-15,0.0939,0.0845,0.0952,0.0834,279690000.0,0.1109,2092.78,577790000.0,25648.02,270720000.0,2850.96,2938.68,23050000000.0,3385.78,45610000.0,12099.57,125840000.0,5374.26,106740000.0,1297.8,247520.0,2.601,123120.0,62.02,723000.0,2.8055,30.0,21188.56,866630000.0,2.403,2.423,2.312,2.1514,2.377,2.822,1185.79,64.6534,0.8925,16.44
450,450,2019-05-16,0.0879,0.0939,0.1006,0.0836,509930000.0,-0.0638,2067.69,745160000.0,25862.68,320960000.0,2876.32,2955.71,24840000000.0,3438.56,44250000.0,12310.37,109000000.0,5448.11,92430000.0,1286.2,282070.0,2.639,113110.0,62.87,545680.0,2.8155,20.0,21062.98,849620000.0,2.365,2.423,2.335,2.1713,2.394,2.833,1191.33,64.6215,0.8948,15.29
451,451,2019-05-17,0.0833,0.088,0.0904,0.0758,397020000.0,-0.0519,2055.8,537380000.0,25764.0,283760000.0,2859.53,2882.3,26630000000.0,3425.64,50900000.0,12238.94,104470000.0,5438.23,99760000.0,1275.7,264570.0,2.631,79760.0,62.76,215800.0,2.8155,20.0,21250.09,780730000.0,2.401,2.422,2.338,2.1762,2.393,2.825,1193.73,64.7683,0.8961,15.96
452,452,2019-05-18,0.0788,0.0828,0.0849,0.0785,174820000.0,-0.0542,2055.8,537380000.0,25764.0,283760000.0,2859.53,2882.3,26630000000.0,3425.64,50900000.0,12238.94,104470000.0,5438.23,99760000.0,1275.7,264570.0,2.631,79760.0,62.76,215800.0,2.8155,20.0,21250.09,780730000.0,2.401,2.422,2.338,2.1762,2.393,2.825,1193.73,64.7683,0.8961,15.96
453,453,2019-05-19,0.0862,0.0788,0.0878,0.0784,270200000.0,0.094,2055.8,537380000.0,25764.0,283760000.0,2859.53,2882.3,26630000000.0,3425.64,50900000.0,12238.94,104470000.0,5438.23,99760000.0,1275.7,264570.0,2.631,79760.0,62.76,215800.0,2.8155,20.0,21250.09,780730000.0,2.4014,2.4225,2.3351,2.1879,2.401,2.831,1193.73,64.7683,0.8961,15.96
454,454,2019-05-20,0.0844,0.0862,0.0867,0.0792,239520000.0,-0.0208,2055.71,640200000.0,25679.9,279560000.0,2840.23,2870.6,20950000000.0,3369.78,55330000.0,12041.29,105410000.0,5358.59,91530000.0,1277.3,212180.0,2.673,123610.0,63.1,131890.0,2.7925,20.0,21301.73,671330000.0,2.386,2.412,2.345,2.2063,2.419,2.839,1194.23,64.5266,0.895,16.31
455,455,2019-05-21,0.0839,0.0845,0.086,0.082,141370000.0,-0.0058,2061.25,526860000.0,25877.33,260870000.0,2864.36,2905.97,21140000000.0,3386.51,38710000.0,12143.47,90830000.0,5385.46,81730000.0,1273.2,213170.0,2.613,144130.0,62.99,28910.0,2.7885,160.0,21272.45,723210000.0,2.37,2.418,2.372,2.228,2.428,2.845,1191.78,64.4213,0.8958,14.95
456,456,2019-05-22,0.0775,0.0839,0.0853,0.0771,151450000.0,-0.0771999999999999,2064.86,509970000.0,25776.61,241760000.0,2856.27,2891.7,20000000000.0,3386.72,37220000.0,12168.74,87120000.0,5378.98,71570000.0,1274.2,191370.0,2.543,162720.0,61.42,766730.0,2.7595,260.0,21283.37,665380000.0,2.358,2.407,2.361,2.1794,2.38,2.807,1190.37,64.3877,0.8966,14.75
457,457,2019-05-23,0.0804,0.0775,0.0804,0.0739,163710000.0,0.0372,2059.59,509270000.0,25490.47,316940000.0,2822.24,2852.52,19730000000.0,3327.2,46790000.0,11952.41,118100000.0,5281.37,98230000.0,1285.4,330160.0,2.578,118320.0,57.91,1110000.0,2.7575,10.0,21151.14,658640000.0,2.35,2.394,2.317,2.1175,2.322,2.757,1188.8,64.8495,0.8944,16.92
458,458,2019-05-24,0.0807,0.0804,0.083,0.078,148200000.0,0.004,2045.31,480650000.0,25585.69,201370000.0,2826.06,2852.99,16719999999.999998,3350.7,36320000.0,12011.04,82360000.0,5316.51,89060000.0,1283.6,218710.0,2.598,55430.0,58.63,758100.0,2.774,10.0,21117.22,698310000.0,2.373,2.386,2.332,2.1222,2.324,2.752,1184.77,64.4809,0.8923,15.85
459,459,2019-05-25,0.0801,0.0807,0.0822,0.0792,92290000.0,-0.0068,2045.31,480650000.0,25585.69,201370000.0,2826.06,2852.99,16719999999.999998,3350.7,36320000.0,12011.04,82360000.0,5316.51,89060000.0,1283.6,218710.0,2.598,55430.0,58.63,758100.0,2.774,10.0,21117.22,698310000.0,2.373,2.386,2.332,2.1222,2.324,2.752,1184.77,64.4809,0.8923,15.85
460,460,2019-05-26,0.0853,0.0801,0.0867,0.0782,140380000.0,0.0647,2045.31,480650000.0,25585.69,201370000.0,2826.06,2852.99,16719999999.999998,3350.7,36320000.0,12011.04,82360000.0,5316.51,89060000.0,1283.6,218710.0,2.598,55430.0,58.63,758100.0,2.774,10.0,21117.22,698310000.0,2.373,2.386,2.332,2.1222,2.324,2.752,1184.77,64.4809,0.8923,15.85
461,461,2019-05-27,0.0904,0.0853,0.0933,0.0845,246560000.0,0.0596999999999999,2044.21,351620000.0,25585.69,201370000.0,2826.06,2892.38,19670000000.0,3364.04,20190000.0,12071.18,43770000.0,5336.19,56830000.0,1277.1,362160.0,2.598,55430.0,58.63,758100.0,2.774,10.0,21182.58,429010000.0,2.368,2.3911,2.3267,2.1172,2.31,2.735,1183.55,64.4589,0.8928,15.85
462,462,2019-05-28,0.0928,0.0904,0.0934,0.0871,208910000.0,0.0271,2048.83,494480000.0,25347.77,364850000.0,2802.39,2909.91,22330000000.0,3348.86,54250000.0,12027.05,121300000.0,5312.69,127340000.0,1277.1,362160.0,2.582,47430.0,59.14,1020000.0,2.7685,110.0,21260.14,1020000000.0,2.353,2.37,2.311,2.0703,2.267,2.705,1187.94,64.7077,0.896,17.5
463,463,2019-05-29,0.0909,0.0928,0.0936,0.0856,191700000.0,-0.0215,2023.32,380890000.0,25126.41,298930000.0,2783.02,2914.7,19900000000.0,3297.81,39710000.0,11837.81,90850000.0,5222.12,99890000.0,1281.0,189690.0,2.633,8810.0,58.81,1120000.0,2.7435,60.0,21003.37,721550000.0,2.347,2.379,2.3,2.071,2.262,2.693,1193.03,64.9661,0.8982,17.9
464,464,2019-05-30,0.0839,0.0909,0.0967,0.0805,374940000.0,-0.0766,2038.8,461850000.0,25169.88,215240000.0,2788.86,2905.81,20580000000.0,3318.15,27510000.0,11902.08,47890000.0,5248.91,55590000.0,1292.4,284020.0,2.547,167470.0,56.59,842280.0,2.7435,60.0,20942.53,604990000.0,2.357,2.392,2.305,2.0248,2.217,2.644,1188.73,65.1893,0.8984,17.3
465,465,2019-05-31,0.0891,0.0839,0.0897,0.0814,178430000.0,0.0621,2041.74,439180000.0,24815.04,292230000.0,2752.06,2898.7,19520000000.0,3280.43,50880000.0,11726.84,98490000.0,5207.63,95540000.0,1311.1,341180.0,2.454,198410.0,53.5,1030000.0,2.708,110.0,20601.19,814510000.0,2.363,2.355,2.216,1.9159,2.133,2.571,1187.8,65.4306,0.894,18.71
466,466,2019-06-01,0.0905,0.0891,0.0927,0.0855,174910000.0,0.0152,2041.74,439180000.0,24815.04,292230000.0,2752.06,2898.7,19520000000.0,3280.43,50880000.0,11726.84,98490000.0,5207.63,95540000.0,1311.1,341180.0,2.454,198410.0,53.5,1030000.0,2.708,110.0,20601.19,814510000.0,2.363,2.355,2.216,1.9159,2.133,2.571,1187.8,65.4306,0.894,18.71
467,467,2019-06-02,0.0963,0.0905,0.0974,0.0903,316400000.0,0.0645,2041.74,439180000.0,24815.04,292230000.0,2752.06,2898.7,19520000000.0,3280.43,50880000.0,11726.84,98490000.0,5207.63,95540000.0,1311.1,341180.0,2.454,198410.0,53.5,1030000.0,2.708,110.0,20601.19,814510000.0,2.3631,2.355,2.2263,1.906,2.125,2.566,1187.8,65.4306,0.894,18.71
468,468,2019-06-03,0.0875,0.0963,0.0981,0.0871,343220000.0,-0.091,2067.85,387140000.0,24819.78,328240000.0,2744.45,2890.08,21590000000.0,3300.22,36050000.0,11792.81,104350000.0,5241.46,85040000.0,1327.9,363400.0,2.403,204390.0,53.25,984310.0,2.722,40.0,20410.88,695250000.0,2.348,2.308,2.137,1.8403,2.075,2.538,1178.92,65.3445,0.8895,18.86
469,469,2019-06-04,0.0826,0.0875,0.0882,0.0795,299380000.0,-0.0562999999999999,2066.97,435990000.0,25332.18,281690000.0,2803.27,2862.28,18850000000.0,3333.49,43960000.0,11971.17,107670000.0,5268.26,104120000.0,1328.7,319960.0,2.416,132770.0,53.48,831630.0,2.741,40.0,20408.54,713000000.0,2.34,2.301,2.126,1.8862,2.121,2.603,1177.56,65.1582,0.8887,16.97
470,470,2019-06-05,0.0825,0.0826,0.0843,0.0797,119110000.0,-0.0008,2069.11,380160000.0,25539.57,262660000.00000003,2826.15,2861.42,18160000000.0,3339.95,34490000.0,11980.81,81810000.0,5292.0,85570000.0,1333.6,413470.0,2.378,109980.0,51.68,943190.0,2.6955,30.0,20776.1,744710000.0,2.301,2.249,2.053,1.8713,2.131,2.644,1179.84,65.3773,0.891,16.09
471,471,2019-06-06,0.083,0.0825,0.0838,0.078,145770000.0,0.006,2069.11,380160000.0,25720.66,248070000.0,2843.49,2827.8,17710000000.0,3338.41,42800000.0,11953.14,89560000.0,5278.43,100760000.0,1342.7,263090.0,2.324,177940.0,52.59,790070.0,2.721,50.0,20774.04,614230000.0,2.291,2.223,2.042,1.8828,2.121,2.615,1177.67,65.085,0.8867,15.93
472,472,2019-06-07,0.085,0.083,0.087,0.082,118170000.0,0.0241,2072.33,368390000.0,25983.94,263010000.0,2873.34,2827.8,17710000000.0,3378.38,32970000.0,12045.38,80550000.0,5364.05,88150000.0,1346.1,331290.0,2.337,154550.0,53.99,828130.0,2.6955,80.0,20884.71,522700000.00000006,2.32,2.163,2.006,1.8513,2.084,2.575,1181.07,64.87,0.8822,16.3
473,473,2019-06-08,0.0836,0.085,0.0861,0.0815,68150000.0,-0.0172,2072.33,368390000.0,25983.94,263010000.0,2873.34,2827.8,17710000000.0,3378.38,32970000.0,12045.38,80550000.0,5364.05,88150000.0,1346.1,331290.0,2.337,154550.0,53.99,828130.0,2.6955,80.0,20884.71,522700000.00000006,2.32,2.163,2.006,1.8513,2.084,2.575,1181.07,64.87,0.8822,16.3
474,474,2019-06-09,0.079,0.0836,0.0838,0.0771,96680000.0,-0.0552,2072.33,368390000.0,25983.94,263010000.0,2873.34,2827.8,17710000000.0,3378.38,32970000.0,12045.38,80550000.0,5364.05,88150000.0,1346.1,331290.0,2.337,154550.0,53.99,828130.0,2.6955,80.0,20884.71,522700000.00000006,2.3172,2.1515,1.9769,1.9007,2.121,2.594,1181.07,64.87,0.8822,16.3
475,475,2019-06-10,0.0851,0.079,0.0851,0.0778,124440000.0,0.0775,2099.49,457640000.0,26062.68,249280000.0,2886.73,2852.13,16660000000.0,3386.45,20070000.0,12045.38,80550000.0,5382.5,45850000.0,1329.3,228030.0,2.357,169930.0,53.26,687150.0,2.7285,50.0,21134.42,599680000.0,2.304,2.196,2.026,1.9172,2.15,2.627,1183.02,64.7798,0.8836,15.94
476,476,2019-06-11,0.0874,0.0851,0.0891,0.0818,181530000.0,0.0274,2111.81,550740000.0,26048.51,253490000.0,2885.72,2925.72,26050000000.0,3401.1,32620000.0,12155.81,95140000.0,5408.45,85090000.0,1331.2,215150.0,2.399,163810.0,53.27,642940.0,2.742,30.0,21204.28,536720000.0,2.263,2.21,2.058,1.9155,2.145,2.618,1178.21,64.5588,0.8823,15.99
477,477,2019-06-12,0.0961,0.0874,0.0962,0.0859,337760000.0,0.099,2108.75,693510000.0,26004.83,223690000.0,2879.84,2909.38,24030000000.0,3386.63,31070000.0,12115.68,69960000.0,5374.92,73500000.0,1336.8,234460.0,2.386,148270.0,51.14,786110.0,2.725,40.0,21129.72,582360000.0,2.179,2.199,2.034,1.8741,2.122,2.618,1183.35,64.5588,0.8856,15.91
478,478,2019-06-13,0.0895,0.0961,0.0965,0.0883,255750000.0,-0.0678,2103.15,553390000.0,26106.77,213400000.0,2891.64,2910.74,21300000000.0,3390.5,29110000.0,12169.05,69170000.0,5375.63,71450000.0,1343.7,204830.0,2.325,180140.0,52.28,945020.0,2.725,30.0,21032.0,677080000.0,2.176,2.179,2.005,1.8345,2.093,2.6,1182.32,64.5806,0.8866,15.82
479,479,2019-06-14,0.0901,0.0895,0.0909,0.0856,203240000.0,0.0060999999999999,2095.41,473370000.0,26089.61,208020000.0,2886.98,2881.97,21540000000.0,3379.19,27210000.0,12096.4,70040000.0,5367.62,67560000.0,1344.5,358450.0,2.387,132410.0,52.51,574230.0,2.6945,60.0,21116.89,623440000.0,2.228,2.178,2.021,1.8359,2.084,2.588,1186.78,64.3915,0.892,15.28
480,480,2019-06-15,0.0913,0.0901,0.0925,0.0897,124100000.0,0.0129,2095.41,473370000.0,26089.61,208020000.0,2886.98,2881.97,21540000000.0,3379.19,27210000.0,12096.4,70040000.0,5367.62,67560000.0,1344.5,358450.0,2.387,132410.0,52.51,574230.0,2.6945,60.0,21116.89,623440000.0,2.228,2.178,2.021,1.8359,2.084,2.588,1186.78,64.3915,0.892,15.28
481,481,2019-06-16,0.0919,0.0913,0.094,0.09,188790000.0,0.0068,2095.41,473370000.0,26089.61,208020000.0,2886.98,2881.97,21540000000.0,3379.19,27210000.0,12096.4,70040000.0,5367.62,67560000.0,1344.5,358450.0,2.387,132410.0,52.51,574230.0,2.6945,60.0,21116.89,623440000.0,2.261,2.1782,2.0129,1.8491,2.092,2.591,1186.78,64.3915,0.892,15.28
482,482,2019-06-17,0.0932,0.0919,0.0936,0.0911,101980000.0,0.0146,2090.73,561550000.0,26112.53,199500000.0,2889.67,2887.62,15400000000.0,3383.21,24960000.0,12085.82,84990000.0,5390.95,61980000.0,1342.9,238710.0,2.386,120280.0,51.93,397870.0,2.701,110.0,21124.0,505820000.0,2.22,2.199,2.047,1.8523,2.091,2.58,1185.55,64.3192,0.8913,15.35
483,483,2019-06-18,0.0891,0.0932,0.0935,0.0882,112510000.0,-0.0447,2098.71,600960000.0,26465.54,273490000.0,2917.75,2890.16,14770000000.0,3452.89,51500000.0,12331.75,153990000.0,5509.73,115580000.0,1350.7,376270.0,2.328,121400.0,53.9,181640.0,2.752,90.0,20972.71,562670000.0,2.187,2.197,2.081,1.8307,2.058,2.549,1173.87,64.025,0.8933,15.15
484,484,2019-06-19,0.0896,0.0891,0.0916,0.0885,66910000.0,0.0060999999999999,2124.78,862980000.0,26504.0,240950000.0,2926.46,2917.8,23080000000.0,3454.7,38990000.0,12308.53,104190000.0,5518.45,96950000.0,1348.8,332610.0,2.276,173670.0,53.76,122840.0,2.736,90.0,21333.87,660880000.0,2.148,2.129,1.981,1.7647,2.029,2.54,1171.48,63.7783,0.8906,14.33
485,485,2019-06-20,0.0873,0.0896,0.09,0.0852,134380000.0,-0.0253,2131.29,1010000000.0,26753.17,278170000.0,2954.18,2987.12,29100000000.0,3468.08,51000000.0,12355.39,95170000.0,5535.57,94350000.0,1396.9,542900.0,2.185,210070.0,56.65,27880.0,2.7675,60.0,21462.86,573610000.0,2.1,2.041,1.91,1.7761,2.023,2.538,1158.52,62.91,0.8853,14.75
